nombre_programa,codigo_pto,departamento,fecha_muestra,fecha_hora,id_muestra,clorofila_a_mg_l,feofitina_a_mg_l,alc_t_mg_ca_co3_l,conduc_m_s_cm,od_mg_l,p_h_sin_unid,sat_o2_percent,ssf_mg_l,sst_mg_l,ssv_mg_l,t_º_c,transparencia_cm,as_mg_l,cd_mg_l,ca_mg_l,cr_mg_l,fe_mg_l,mg_mg_l,hg_mg_l,ni_mg_l,pb_mg_l,k_mg_l,na_mg_l,zn_mg_l,n_amoniacal_mg_nh4_n_l,cn_total_mg_l,po4_mg_po4_p_l,pt_mg_p_l,no3_mg_no3_n_l,no2_mg_no2_n_l,nt_mg_n_l,termo_tmf_ufc_100ml,aox_mg_l,glifosato_mg_l,aldrin_mg_l,p_p_ddd_mg_l,p_p_dde_mg_l,p_p_ddt_mg_l,dieldrin_mg_l,endosulfan_alfa_mg_l,endosulfan_beta_mg_l,endosulfansulfato_mg_l,heptacloro_mg_l,lindano_mg_l,metoxicloro_mg_l,atrazina_mg_l,dbo5_mg_o2_l,sustfenolicas_mg_l,ampa_mg_l,st_mg_l,stf_mg_l,stv_mg_l,color_unidad_de_color,turbidez_ntu,cu_mg_l,se_mg_l,so4_mg_l,si_o2_mg_si_o2_l,colif_tmf_ufc_100ml,enteroc_sd_nmp_100m_l,ecoli_mf_ufc_100ml,pc_btotales_ng_l,toc_mg_l,dqo_mg_o2_l,ay_g_mg_l,dureza_t_mg_ca_co3_l,al_mg_l,s2_mg_l,heptacloroepoxido_mg_l,sd_mg_l,sdv_mg_l,pcb105_ng_l,pcb114_ng_l,pcb118_ng_l,pcb123_ng_l,pcb126_ng_l,pcb156_ng_l,pcb157_ng_l,pcb167_ng_l,pcb169_ng_l,pcb189_ng_l,pcb77_ng_l,pcb81_ng_l,b_mg_l,cl_mg_l,fenantreno_mg_l,fluoranteno_mg_l,fluoreno_mg_l,naftaleno_mg_l,pireno_mg_l,dibenzo_a_h_antraceno_mg_l,criseno_mg_l,benzo_a_antraceno_mg_l,benzo_a_pireno_mg_l,benzo_b_j_fluoranteno_mg_l,benzo_k_fluoranteno_mg_l,benzo_ghi_perileno_mg_l,acenafteno_mg_l,acenaftileno_mg_l,antraceno_mg_l,indeno_1_2_3_cd_pyreno_mg_l,deterg318_mg_l,ecoli_sd_nmp_100m_l
Río Tacuarembó,YA1,TACUAREMBÓ,2018-05-15,2018-05-15 12:03:00,3289800,NA,NA,41,93.2,8.59,6.86,95,NA,22,NA,19.2,NA,NA,NA,11,NA,NA,3.2,NA,NA,NA,2.5,6.8,NA,0.064,NA,63,150,0.14,NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,150,70,80,NA,48.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Tacuarembó,CA1,TACUAREMBÓ,2018-05-15,2018-05-15 11:20:00,3289801,NA,NA,56,140.5,8.47,7.1,93.3,NA,NA,NA,19.2,NA,NA,NA,14,NA,NA,4.1,NA,NA,NA,2.6,10,NA,0.051,NA,74,160,0.1,NA,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,170,70,100,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN1,CERRO LARGO,2016-02-23,2016-02-23 09:33:00,3289887,10.8,6.9,44,118.2,6.91,7.99,87.5,38,46,NA,27.5,NA,NA,NA,11,NA,0.81,2.8,NA,NA,NA,2.1,8.3,NA,0.019,NA,48,190,0.35,NA,1.77,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,1.8,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN10,RÍO NEGRO,2016-02-25,2016-02-25 11:30:00,3289888,2.1,1.4,36,82.1,6.96,7.9,89.6,NA,NA,NA,28,NA,NA,NA,8.3,NA,0.57,2.5,NA,NA,NA,1.3,2.7,NA,0.016,NA,40,130,0.07,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN11,RÍO NEGRO,2016-03-01,2016-03-01 10:09:00,3289889,1.5,1,36,73.5,6.71,7.38,82.7,NA,NA,NA,26.1,NA,NA,NA,8.6,NA,1,2.6,NA,NA,NA,1.3,2.7,NA,NA,NA,43,110,0.11,0.005,0.58,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN12,DURAZNO,2016-03-02,2016-03-02 10:20:00,3289890,3.6,5.7,44,91.6,7.21,7.53,86.4,6,7,NA,24.7,NA,NA,NA,10,NA,0.63,2.9,NA,NA,NA,1.6,5,NA,0.013,NA,100,200,0.15,NA,0.68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN13,SORIANO,2016-03-02,2016-03-02 13:14:00,3289891,3.3,1.9,37,78.7,6.81,7.47,83.7,NA,NA,NA,25.7,NA,NA,NA,9.1,NA,0.54,2.5,NA,NA,NA,1.4,3.1,NA,NA,NA,59,150,0.13,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN13F,RÍO NEGRO,2016-03-02,2016-03-02 13:01:00,3289892,NA,NA,37,79.4,7.42,7.56,91.4,NA,5,NA,25.7,NA,NA,NA,9.1,NA,0.46,2.5,NA,NA,NA,1.4,3.1,NA,NA,NA,64,150,0.07,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN14,SORIANO,2016-03-01,2016-03-01 16:15:00,3289893,5.8,2.8,37,79.5,6.87,7.32,85.5,NA,NA,NA,26.2,NA,NA,NA,8.8,NA,0.9,2.5,NA,NA,NA,1.4,3.1,NA,0.033,NA,63,140,0.12,NA,0.5,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN15,SORIANO,2016-03-03,2016-03-03 09:35:00,3289894,4,5.2,44,89.4,7.39,7.43,89.1,NA,8,NA,25,NA,NA,NA,11,NA,0.73,2.7,NA,NA,NA,1.4,3.9,NA,NA,NA,63,180,0.07,NA,0.58,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN16,SORIANO,2016-03-03,2016-03-03 10:01:00,3289895,4.9,1.8,43,89.4,7.31,7.56,88.2,6,8,NA,25,NA,NA,NA,11,NA,0.68,2.7,NA,NA,NA,1.4,4,NA,NA,NA,62,160,0.09,NA,2.3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN17,SORIANO,2016-03-03,2016-03-03 12:00:00,3289896,5.2,1.1,43,90.5,6.67,7.5,83,NA,NA,NA,25.2,NA,NA,NA,11,NA,0.79,2.7,NA,NA,NA,1.5,4.3,NA,NA,NA,73,160,0.1,NA,0.62,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN2,TACUAREMBÓ,2016-02-23,2016-02-23 11:58:00,3289897,9.6,5.1,49,114.9,7.53,7.75,97.5,18,22,NA,28.6,NA,NA,NA,11,NA,0.6,3.7,NA,NA,NA,1.4,7.1,NA,0.036,NA,50,150,0.09,NA,0.76,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN3,TACUAREMBÓ,2016-02-23,2016-02-23 14:43:00,3289898,1.8,1.4,29,69.8,7.8,7.85,104.1,NA,NA,NA,29.8,NA,NA,NA,7.4,NA,0.56,2.1,NA,NA,NA,1.3,3,NA,0.021,NA,90,130,0.07,NA,0.64,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN5,TACUAREMBÓ,2016-02-24,2016-02-24 11:50:00,3289899,40.4,12,32,72.5,9.49,8.93,123.1,NA,19,15,28.2,NA,NA,NA,6.6,NA,0.33,2.2,NA,NA,NA,1.4,2.7,NA,0.031,NA,21,93,NA,NA,0.76,29000,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN5F,TACUAREMBÓ,2016-02-24,2016-02-24 12:13:00,3289900,NA,NA,32,73.1,7.07,8.16,90.5,NA,NA,NA,28.8,NA,NA,NA,7.4,NA,0.37,2.3,NA,NA,NA,1.4,2.7,NA,0.021,NA,32,100,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN6,TACUAREMBÓ,2016-02-24,2016-02-24 09:33:00,3289901,6.5,4.8,32,70.6,7.21,7.51,90.6,NA,NA,NA,26.9,NA,NA,NA,7.5,NA,0.37,2.2,NA,NA,NA,1.4,2.8,NA,0.034,NA,31,94,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN7,TACUAREMBÓ,2016-02-24,2016-02-24 10:22:00,3289902,3.1,1.6,31,71.4,6.79,7.77,87.1,NA,NA,NA,27.1,NA,NA,NA,7.6,NA,0.33,2.3,NA,NA,NA,1.3,2.7,NA,0.027,NA,33,96,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN9,RÍO NEGRO,2016-02-25,2016-02-25 10:20:00,3289903,9,4.3,35,74.1,7.34,7.52,93.2,NA,NA,NA,27.6,NA,NA,NA,8,NA,0.61,2.4,NA,NA,NA,1.4,2.7,NA,0.022,NA,27,120,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN9F,RÍO NEGRO,2016-02-25,2016-02-25 10:46:00,3289904,NA,NA,35,76.3,6.98,7.86,89.7,NA,NA,NA,28.2,NA,NA,NA,8,NA,0.5,2.4,NA,NA,NA,1.3,2.7,NA,NA,NA,35,120,0.06,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN1,CERRO LARGO,2016-05-24,2016-05-24 09:10:00,3289905,1.3,2.2,23,71,11.01,6.81,97.1,18.6,21.6,3,11,NA,NA,NA,5.5,NA,1,NA,NA,NA,NA,3,4,NA,0.071,NA,59,120,0.29,NA,0.87,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,1.3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN10,RÍO NEGRO,2016-05-26,2016-05-26 11:42:00,3289906,1.3,1.5,26,63.1,10.85,7.07,105.5,7,9.2,NA,14.3,NA,NA,NA,6,NA,0.41,1.5,NA,NA,NA,2,3.2,NA,0.039,NA,50,84,0.14,0.005,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN11,RÍO NEGRO,2016-05-31,2016-05-31 10:09:00,3289907,0.3,0.5,29,65.1,10.38,6.78,101.4,NA,NA,NA,14.2,NA,NA,NA,6.8,NA,0.81,1.9,NA,NA,NA,2.8,3.3,NA,0.018,NA,47,84,0.11,NA,0.68,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN12,DURAZNO,2016-05-31,2016-05-31 10:28:00,3289908,0.7,0.9,100,221,9.91,7.05,94.9,NA,NA,NA,13.4,NA,NA,NA,25,NA,0.77,6.2,NA,NA,NA,2.5,15,NA,0.1,NA,98,140,0.26,0,0.91,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN13,SORIANO,2016-06-01,2016-06-01 13:00:00,3289909,0.6,0.4,30,70.9,9.99,7.06,97.1,NA,NA,NA,14.2,95,NA,NA,7,NA,0.4,1.7,NA,NA,NA,2,4,NA,NA,NA,55,89,0.14,NA,0.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN13F,RÍO NEGRO,2016-06-01,2016-06-01 13:20:00,3289910,NA,NA,31,71.2,9.88,7.48,96.7,NA,NA,NA,14.4,NA,NA,NA,7.1,NA,0.38,1.7,NA,NA,NA,2.1,4,NA,NA,NA,56,89,0.12,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN14,SORIANO,2016-06-01,2016-06-01 14:19:00,3289911,0.3,0.2,32,71.9,11.79,7.35,115.2,NA,NA,NA,14.3,95,NA,NA,6.7,NA,0.35,1.7,NA,NA,NA,2.1,3.8,NA,NA,NA,48,89,0.14,NA,0.72,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN15,SORIANO,2016-06-02,2016-06-02 09:35:00,3289912,0.3,1.2,37,83.2,11.2,7.08,108.1,NA,NA,NA,13.7,NA,NA,NA,9.1,NA,0.82,1.9,NA,NA,NA,1.9,4,NA,NA,NA,57,93,0.14,NA,19.5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN16,SORIANO,2016-06-02,2016-06-02 09:52:00,3289913,NA,0.6,38,85.7,11.1,7.45,106.7,NA,NA,NA,13.6,NA,NA,NA,8.9,NA,0.81,1.9,NA,NA,NA,1.9,4,NA,NA,NA,55,94,0.14,NA,4.28,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN17,SORIANO,2016-06-02,2016-06-02 11:27:00,3289914,NA,NA,38,86.2,10.43,7.35,99,9,11,NA,13.3,NA,NA,NA,8.8,NA,1.1,1.8,NA,NA,NA,2.1,4.4,NA,0.04,NA,55,100,0.14,NA,3.01,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN2,TACUAREMBÓ,2016-05-24,2016-05-24 12:58:00,3289915,1,1,31,77.3,9.28,7.61,89.5,7.4,9.4,NA,13.2,NA,NA,NA,7.1,NA,0.52,1.7,NA,NA,NA,2,4.1,0.01,0.027,NA,41,91,0.15,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN3,TACUAREMBÓ,2016-05-24,2016-05-24 14:10:00,3289916,2.2,0.5,36,77.8,9,6.99,88.8,3.2,4.6,NA,14.9,NA,NA,NA,8.2,NA,0.45,2.1,NA,NA,NA,2.2,4,NA,0.069,NA,60,100,0.15,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN5,TACUAREMBÓ,2016-05-25,2016-05-25 09:46:00,3289917,0.3,1.4,27,57.9,10.07,7.06,97.3,NA,NA,NA,14.1,102,NA,NA,5.8,NA,0.36,1.3,NA,NA,NA,2,2.9,NA,0.023,NA,44,80,0.1,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN5F,TACUAREMBÓ,2016-05-25,2016-05-25 09:38:00,3289918,NA,NA,24,58.5,10.15,7.08,97.2,NA,NA,NA,13.7,NA,NA,NA,5.8,NA,0.44,1.3,NA,NA,NA,2,2.8,NA,0.017,NA,47,85,0.06,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN6,TACUAREMBÓ,2016-05-25,2016-05-25 10:52:00,3289919,0.1,1,24,58.9,9.9,7.23,96.5,5.2,7.2,NA,14.2,NA,NA,NA,5.9,NA,0.36,1.4,NA,NA,NA,2,3.1,NA,0.04,NA,53,100,0.09,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
